donation_number,donor,legislator,amount,releasedate
6042,"Reynolds American",N00029018,5000,"2019-06-10 00:00:00 +0000"
6043,"Southeast Milk",N00029018,5000,"2019-06-10 00:00:00 +0000"
6044,"Tuesday Group PAC",N00029018,5000,"2019-06-10 00:00:00 +0000"
6045,"US Sugar",N00029018,5000,"2019-06-10 00:00:00 +0000"
6046,USAA,N00029018,5000,"2019-06-10 00:00:00 +0000"
6047,"Votesane PAC",N00004719,109250,"2019-06-10 00:00:00 +0000"
6048,"Elliott Management",N00004719,27400,"2019-06-10 00:00:00 +0000"
6049,"Madison Dearborn Partners",N00004719,26800,"2019-06-10 00:00:00 +0000"
6050,"New York Life Insurance",N00004719,26750,"2019-06-10 00:00:00 +0000"
6051,"Performance Trust",N00004719,26300,"2019-06-10 00:00:00 +0000"
6052,"Navistar International",N00004719,26050,"2019-06-10 00:00:00 +0000"
6053,"Kirkland & Ellis",N00004719,25983,"2019-06-10 00:00:00 +0000"
6054,"Dupage Medical Group",N00004719,25600,"2019-06-10 00:00:00 +0000"
6055,"Northwestern Mutual Life Insurance",N00004719,24850,"2019-06-10 00:00:00 +0000"
6056,"Amsted Industries",N00004719,24100,"2019-06-10 00:00:00 +0000"
6057,"Wheaton Eye Clinic",N00004719,24000,"2019-06-10 00:00:00 +0000"
6058,"Camcraft Inc",N00004719,23600,"2019-06-10 00:00:00 +0000"
6059,"Citadel LLC",N00004719,22600,"2019-06-10 00:00:00 +0000"
6060,"Exelon Corp",N00004719,22200,"2019-06-10 00:00:00 +0000"
6061,"Duchossois Group",N00004719,21600,"2019-06-10 00:00:00 +0000"
6062,NorPAC,N00004719,19850,"2019-06-10 00:00:00 +0000"
6063,"Lettuce Entertain You",N00004719,18700,"2019-06-10 00:00:00 +0000"
6064,"Ernst & Young",N00004719,15450,"2019-06-10 00:00:00 +0000"
6065,"Inland Real Estate Group",N00004719,15200,"2019-06-10 00:00:00 +0000"
6066,"The Hartford",N00004719,14750,"2019-06-10 00:00:00 +0000"
6067,"Votesane PAC",N00030645,96500,"2019-06-10 00:00:00 +0000"
6068,"Amscot Financial",N00030645,20000,"2019-06-10 00:00:00 +0000"
6069,"International Game Technology",N00030645,10000,"2019-06-10 00:00:00 +0000"
6070,"Investment Co Institute",N00030645,10000,"2019-06-10 00:00:00 +0000"
6071,"Holland & Knight",N00030645,8900,"2019-06-10 00:00:00 +0000"
6072,"Florida Citrus Mutual",N00030645,8279,"2019-06-10 00:00:00 +0000"
6073,"American Financial Services Assn",N00030645,8000,"2019-06-10 00:00:00 +0000"
6074,"Deloitte LLP",N00030645,8000,"2019-06-10 00:00:00 +0000"
6075,"State Farm Mutual Automobile Insurance",N00030645,8000,"2019-06-10 00:00:00 +0000"
6076,"AT&T Inc",N00030645,7500,"2019-06-10 00:00:00 +0000"
6077,"Farmers Group",N00030645,7500,"2019-06-10 00:00:00 +0000"
6078,"Financial Services Institute",N00030645,7500,"2019-06-10 00:00:00 +0000"
6079,"Mortgage Bankers Assn",N00030645,7500,"2019-06-10 00:00:00 +0000"
6080,"Prudential Financial",N00030645,7500,"2019-06-10 00:00:00 +0000"
6081,"United Parcel Service",N00030645,7500,"2019-06-10 00:00:00 +0000"
6082,"American Institute of CPAs",N00030645,7000,"2019-06-10 00:00:00 +0000"
6083,"Bloomin' Brands",N00030645,7000,"2019-06-10 00:00:00 +0000"
6084,"Paul Hastings LLP",N00030645,7000,"2019-06-10 00:00:00 +0000"
6085,"National Assn of Mortgage Brokers",N00030645,6500,"2019-06-10 00:00:00 +0000"
6086,USAA,N00030645,6500,"2019-06-10 00:00:00 +0000"
6087,"CAST Real Estate Holdings",N00006671,5600,"2019-10-16 00:00:00 +0000"
6088,"DEL Records",N00006671,5600,"2019-10-16 00:00:00 +0000"
6089,Nih,N00006671,5600,"2019-10-16 00:00:00 +0000"
6090,"American Crystal Sugar",N00006671,5000,"2019-10-16 00:00:00 +0000"
6091,"American Federation of State/Cnty/Munic Employees",N00006671,5000,"2019-10-16 00:00:00 +0000"
6092,"American Federation of Teachers",N00006671,5000,"2019-10-16 00:00:00 +0000"
6093,"Carpenters & Joiners Union",N00006671,5000,"2019-10-16 00:00:00 +0000"
6094,"Deloitte LLP",N00006671,5000,"2019-10-16 00:00:00 +0000"
6095,"Machinists/Aerospace Workers Union",N00006671,5000,"2019-10-16 00:00:00 +0000"
6096,"Operating Engineers Local 12",N00006671,5000,"2019-10-16 00:00:00 +0000"
6097,"Parsons Corp",N00006671,5000,"2019-10-16 00:00:00 +0000"
6098,"Service Employees International Union",N00006671,5000,"2019-10-16 00:00:00 +0000"
6099,"United Food & Commercial Workers Union",N00006671,5000,"2019-10-16 00:00:00 +0000"
6100,"AT&T Inc",N00006671,4500,"2019-10-16 00:00:00 +0000"
6101,"Lockheed Martin",N00006671,3500,"2019-10-16 00:00:00 +0000"
6102,"National Beer Wholesalers Assn",N00006671,3500,"2019-10-16 00:00:00 +0000"
6103,"White Coat Waste",N00006671,3500,"2019-10-16 00:00:00 +0000"
6104,"National Air Traffic Controllers Assn",N00006671,3000,"2019-10-16 00:00:00 +0000"
6105,"Adventist Health White Memorial Chaita",N00006671,2500,"2019-10-16 00:00:00 +0000"
6106,"American Assn for Justice",N00006671,2500,"2019-10-16 00:00:00 +0000"
6107,"American Hotel & Lodging Assn",N00006671,2500,"2019-10-16 00:00:00 +0000"
6108,"Capitol Strategies Group",N00006671,2500,"2019-10-16 00:00:00 +0000"
6109,"Cardinal Health",N00006671,2500,"2019-10-16 00:00:00 +0000"
6110,"Children's Hospital Los Angeles",N00006671,2500,"2019-10-16 00:00:00 +0000"
6111,"Commerce Casino",N00006671,2500,"2019-10-16 00:00:00 +0000"
6112,"Delta Air Lines",N00006671,2500,"2019-10-16 00:00:00 +0000"
6113,"Faegre Baker Daniels",N00006671,2500,"2019-10-16 00:00:00 +0000"
6114,"Huntington Ingalls Industries",N00006671,2500,"2019-10-16 00:00:00 +0000"
6115,"Laborers Union",N00006671,2500,"2019-10-16 00:00:00 +0000"
6116,"Mercury Air Group",N00006671,2500,"2019-10-16 00:00:00 +0000"
6117,"Office of Jerry B Epstein",N00006671,2500,"2019-10-16 00:00:00 +0000"
6118,"Pacific Resource Recovery Services",N00006671,2500,"2019-10-16 00:00:00 +0000"
6119,"Painters & Allied Trades Union",N00006671,2500,"2019-10-16 00:00:00 +0000"
6120,"Raytheon Co",N00006671,2500,"2019-10-16 00:00:00 +0000"
6121,"Rising Real Estate Group",N00006671,2500,"2019-10-16 00:00:00 +0000"
6122,"Service Corp International",N00006671,2500,"2019-10-16 00:00:00 +0000"
6123,"Sheet Metal, Air, Rail & Transportation Union",N00006671,2500,"2019-10-16 00:00:00 +0000"
6124,"Union Pacific Corp",N00006671,2500,"2019-10-16 00:00:00 +0000"
6125,NorPAC,N00008264,16650,"2019-06-10 00:00:00 +0000"
6126,"Duty Free Americas",N00008264,16200,"2019-06-10 00:00:00 +0000"
6127,"Capital Group Companies",N00008264,15400,"2019-06-10 00:00:00 +0000"
6128,"First American Financial Corp",N00008264,14700,"2019-06-10 00:00:00 +0000"
6129,"Caterpillar Inc",N00008264,10000,"2019-06-10 00:00:00 +0000"
6130,"Eureka PAC",N00008264,10000,"2019-06-10 00:00:00 +0000"
6131,"UBS Americas",N00008264,10000,"2019-06-10 00:00:00 +0000"
6132,"Wells Fargo",N00008264,7710,"2019-06-10 00:00:00 +0000"
6133,"General Atomics",N00008264,7500,"2019-06-10 00:00:00 +0000"
6134,"Highfields Capital",N00008264,7400,"2019-06-10 00:00:00 +0000"
6135,"Financial Services Institute",N00008264,6500,"2019-06-10 00:00:00 +0000"
6136,"Multiversal Enterprises",N00008264,6100,"2019-06-10 00:00:00 +0000"
6137,"City PAC",N00008264,6000,"2019-06-10 00:00:00 +0000"
6138,Experian,N00008264,6000,"2019-06-10 00:00:00 +0000"
6139,"Massachusetts Mutual Life Insurance",N00008264,6000,"2019-06-10 00:00:00 +0000"
6140,"California Farm Bureau",N00008264,5500,"2019-06-10 00:00:00 +0000"
6141,"New York Life Insurance",N00008264,5500,"2019-06-10 00:00:00 +0000"
6142,"Agua Caliente Band of Cahuilla Indians",N00008264,5400,"2019-06-10 00:00:00 +0000"
6143,"Ares Management",N00008264,5400,"2019-06-10 00:00:00 +0000"
6144,"Artisan Business Group",N00008264,5400,"2019-06-10 00:00:00 +0000"
6145,"Auto Club",N00008264,5400,"2019-06-10 00:00:00 +0000"
6146,"Ca Sty for Democracy In Iran",N00008264,5400,"2019-06-10 00:00:00 +0000"
6147,"Contrarian Group",N00008264,5400,"2019-06-10 00:00:00 +0000"
6148,"Diamond Plaza",N00008264,5400,"2019-06-10 00:00:00 +0000"
6149,"Elliott Management",N00008264,5400,"2019-06-10 00:00:00 +0000"
6150,"Great Far East",N00008264,5400,"2019-06-10 00:00:00 +0000"
6151,"International Education Foundation",N00008264,5400,"2019-06-10 00:00:00 +0000"
6152,"Morongo Band of Mission Indians",N00008264,5400,"2019-06-10 00:00:00 +0000"
6153,"Peirson & Patterson",N00008264,5400,"2019-06-10 00:00:00 +0000"
6154,"Pence Wealth Management",N00008264,5400,"2019-06-10 00:00:00 +0000"
6155,"Red Apple Group",N00008264,5400,"2019-06-10 00:00:00 +0000"
6156,"Robertsons Ready Mix",N00008264,5400,"2019-06-10 00:00:00 +0000"
6157,"SchoolsFirst Federal Credit Union",N00008264,5400,"2019-06-10 00:00:00 +0000"
6158,"Seville Classics",N00008264,5400,"2019-06-10 00:00:00 +0000"
6159,"Singh Semiconductors",N00008264,5400,"2019-06-10 00:00:00 +0000"
6160,"Skylift Global",N00008264,5400,"2019-06-10 00:00:00 +0000"
6161,"Tomassian Throckmorton et al",N00008264,5400,"2019-06-10 00:00:00 +0000"
6162,"Trendnet Inc",N00008264,5400,"2019-06-10 00:00:00 +0000"
6163,"Vinyl Technology",N00008264,5400,"2019-06-10 00:00:00 +0000"
6164,"Wang Partnership",N00008264,5400,"2019-06-10 00:00:00 +0000"
6165,"Word & Brown",N00008264,5400,"2019-06-10 00:00:00 +0000"
6166,"Worlwide Aeros",N00008264,5400,"2019-06-10 00:00:00 +0000"
6167,"Club for Growth",N00030612,275450,"2019-10-16 00:00:00 +0000"
6168,"Elliott Management",N00030612,183600,"2019-10-16 00:00:00 +0000"
6169,"The Villages",N00030612,93900,"2019-10-16 00:00:00 +0000"
6170,"Blackstone Group",N00030612,83000,"2019-10-16 00:00:00 +0000"
6171,"Florida Crystals",N00030612,66900,"2019-10-16 00:00:00 +0000"
6172,"Greenberg Traurig LLP",N00030612,61175,"2019-10-16 00:00:00 +0000"
6173,"Agree Realty",N00030612,54000,"2019-10-16 00:00:00 +0000"
6174,"Dwd Mechanical Contractor",N00030612,54000,"2019-10-16 00:00:00 +0000"
6175,"Pence Group",N00030612,54000,"2019-10-16 00:00:00 +0000"
6176,"National Republican Senatorial Cmte",N00030612,48555,"2019-10-16 00:00:00 +0000"
6177,"DCI Group",N00030612,46700,"2019-10-16 00:00:00 +0000"
6178,"NextEra Energy",N00030612,46700,"2019-10-16 00:00:00 +0000"
6179,"Melaleuca Inc",N00030612,45395,"2019-10-16 00:00:00 +0000"
6180,"Equity Prime Mortgage",N00030612,43700,"2019-10-16 00:00:00 +0000"
6181,"Steward Health Care",N00030612,43350,"2019-10-16 00:00:00 +0000"
6182,"Reyes Holdings",N00030612,43200,"2019-10-16 00:00:00 +0000"
6183,"Shotgun Creek Investments",N00030612,40500,"2019-10-16 00:00:00 +0000"
6184,"Putnam Investments",N00030612,39930,"2019-10-16 00:00:00 +0000"
6185,"NVR Inc",N00030612,39000,"2019-10-16 00:00:00 +0000"
6186,"Goldman Sachs",N00030612,38900,"2019-10-16 00:00:00 +0000"
6187,"Capital Funding Group",N00025482,11200,"2019-10-16 00:00:00 +0000"
6188,"Leidos Inc",N00025482,10010,"2019-10-16 00:00:00 +0000"
6189,"Harris Corp",N00025482,10000,"2019-10-16 00:00:00 +0000"
6190,"L3 Technologies",N00025482,10000,"2019-10-16 00:00:00 +0000"
6191,"Sheet Metal, Air, Rail & Transportation Union",N00025482,10000,"2019-10-16 00:00:00 +0000"
6192,"General Dynamics",N00025482,8500,"2019-10-16 00:00:00 +0000"
6193,"Sbgi LLC",N00025482,8100,"2019-10-16 00:00:00 +0000"
6194,"Honeywell International",N00025482,7500,"2019-10-16 00:00:00 +0000"
6195,"Northrop Grumman",N00025482,7500,"2019-10-16 00:00:00 +0000"
6196,"DLA Piper",N00025482,7000,"2019-10-16 00:00:00 +0000"
6197,"Huntington Ingalls Industries",N00025482,5500,"2019-10-16 00:00:00 +0000"
6198,"Raytheon Co",N00025482,5500,"2019-10-16 00:00:00 +0000"
6199,"Target Corp",N00025482,5005,"2019-10-16 00:00:00 +0000"
6200,"AECOM US",N00025482,5000,"2019-10-16 00:00:00 +0000"
6201,"American College of Emergency Physicians",N00025482,5000,"2019-10-16 00:00:00 +0000"
6202,"American Federation of Teachers",N00025482,5000,"2019-10-16 00:00:00 +0000"
6203,"Deloitte LLP",N00025482,5000,"2019-10-16 00:00:00 +0000"
6204,"Exelon Corp",N00025482,5000,"2019-10-16 00:00:00 +0000"
6205,"International Brotherhood of Electrical Workers",N00025482,5000,"2019-10-16 00:00:00 +0000"
6206,"Lockheed Martin",N00025482,5000,"2019-10-16 00:00:00 +0000"
6207,"National Assn of Spine Specialists",N00025482,5000,"2019-10-16 00:00:00 +0000"
6208,"National Multifamily Housing Council",N00025482,5000,"2019-10-16 00:00:00 +0000"
6209,"Parsons Corp",N00025482,5000,"2019-10-16 00:00:00 +0000"
6210,SpaceX,N00025482,5000,"2019-10-16 00:00:00 +0000"
6211,"American Society of Anesthesiologists",N00004887,5000,"2019-10-16 00:00:00 +0000"
6212,"Dominion Energy",N00004887,5000,"2019-10-16 00:00:00 +0000"
6213,"Exelon Corp",N00004887,5000,"2019-10-16 00:00:00 +0000"
6214,"International Brotherhood of Electrical Workers",N00004887,5000,"2019-10-16 00:00:00 +0000"
6215,"Laborers Union",N00004887,5000,"2019-10-16 00:00:00 +0000"
6216,"Lowe's Companies",N00004887,5000,"2019-10-16 00:00:00 +0000"
6217,"Machinists/Aerospace Workers Union",N00004887,5000,"2019-10-16 00:00:00 +0000"
6218,"National Rural Electric Cooperative Assn",N00004887,5000,"2019-10-16 00:00:00 +0000"
6219,"Plumbers/Pipefitters Union",N00004887,5000,"2019-10-16 00:00:00 +0000"
6220,"College of American Pathologists",N00004887,3000,"2019-10-16 00:00:00 +0000"
6221,"American Assn for Justice",N00004887,2500,"2019-10-16 00:00:00 +0000"
6222,BP,N00004887,2500,"2019-10-16 00:00:00 +0000"
6223,"DTE Energy",N00004887,2500,"2019-10-16 00:00:00 +0000"
6224,"Duke Energy",N00004887,2500,"2019-10-16 00:00:00 +0000"
6225,"Edison Electric Institute",N00004887,2500,"2019-10-16 00:00:00 +0000"
6226,"Entergy Corp",N00004887,2500,"2019-10-16 00:00:00 +0000"
6227,"Insulators Union",N00004887,2500,"2019-10-16 00:00:00 +0000"
6228,"National Beer Wholesalers Assn",N00004887,2500,"2019-10-16 00:00:00 +0000"
6229,"Operating Engineers Union",N00004887,2500,"2019-10-16 00:00:00 +0000"
6230,"US Cellular",N00004887,2500,"2019-10-16 00:00:00 +0000"
6231,"BlackRock Inc",N00004357,67100,"2019-06-10 00:00:00 +0000"
6232,"New York Life Insurance",N00004357,40070,"2019-06-10 00:00:00 +0000"
6233,"Energy Transfer Partners",N00004357,40050,"2019-06-10 00:00:00 +0000"
6234,"Blackstone Group",N00004357,39400,"2019-06-10 00:00:00 +0000"
6235,"Steward Health Care",N00004357,28700,"2019-06-10 00:00:00 +0000"
6236,"AFLAC Inc",N00004357,27605,"2019-06-10 00:00:00 +0000"
6237,"Live Oak Bank",N00004357,25400,"2019-06-10 00:00:00 +0000"
6238,"BGR Group",N00004357,22901,"2019-06-10 00:00:00 +0000"
6239,"Home Depot",N00004357,22735,"2019-06-10 00:00:00 +0000"
6240,"Eli Lilly & Co",N00004357,20650,"2019-06-10 00:00:00 +0000"
6241,"Navigators Global",N00004357,19100,"2019-06-10 00:00:00 +0000"
6242,"AQR Capital Management",N00004357,18900,"2019-06-10 00:00:00 +0000"
6243,"Akin, Gump et al",N00004357,18400,"2019-06-10 00:00:00 +0000"
6244,"Truman Arnold Companies",N00004357,18100,"2019-06-10 00:00:00 +0000"
6245,"McDermott, Will & Emery",N00004357,15950,"2019-06-10 00:00:00 +0000"
6246,"BNSF Railway",N00004357,15700,"2019-06-10 00:00:00 +0000"
6247,"HCR Manor Care",N00004357,15670,"2019-06-10 00:00:00 +0000"
6248,"Stephens Inc",N00004357,15450,"2019-06-10 00:00:00 +0000"
6249,"General Electric",N00004357,15400,"2019-06-10 00:00:00 +0000"
6250,"BB&T Corp",N00004357,15000,"2019-06-10 00:00:00 +0000"
6251,"Deere & Co",N00004357,15000,"2019-06-10 00:00:00 +0000"
6252,"MetLife Inc",N00004357,15000,"2019-06-10 00:00:00 +0000"
6253,"Total System Services",N00004357,15000,"2019-06-10 00:00:00 +0000"
6254,"M7 Technologies",N00025280,5600,"2019-10-16 00:00:00 +0000"
6255,"Brotherhood of Locomotive Engineers & Trainmen",N00025280,5000,"2019-10-16 00:00:00 +0000"
6256,"Painters & Allied Trades Union",N00025280,5000,"2019-10-16 00:00:00 +0000"
6257,"Williams Companies",N00025280,5000,"2019-10-16 00:00:00 +0000"
6258,"AFL-CIO Bldg/Construction Trades Dept",N00025280,3500,"2019-10-16 00:00:00 +0000"
6259,"Calfee, Halter & Griswold",N00025280,3000,"2019-10-16 00:00:00 +0000"
6260,"SMART Transportation Division",N00025280,3000,"2019-10-16 00:00:00 +0000"
6261,"Cleveland Clinic",N00025280,2700,"2019-10-16 00:00:00 +0000"
6262,"International Brotherhood of Electrical Workers",N00025280,2540,"2019-10-16 00:00:00 +0000"
6263,"American Crystal Sugar",N00025280,2500,"2019-10-16 00:00:00 +0000"
6264,"American Maritime Officers",N00025280,2500,"2019-10-16 00:00:00 +0000"
6265,"BAE Systems",N00025280,2500,"2019-10-16 00:00:00 +0000"
6266,"General Electric",N00025280,2500,"2019-10-16 00:00:00 +0000"
6267,"L3 Technologies",N00025280,2500,"2019-10-16 00:00:00 +0000"
6268,"Marine Engineers Beneficial Assn/Dist 1",N00025280,2500,"2019-10-16 00:00:00 +0000"
6269,"Masters, Mates & Pilots Union",N00025280,2500,"2019-10-16 00:00:00 +0000"
6270,"Northrop Grumman",N00025280,2500,"2019-10-16 00:00:00 +0000"
6271,"S&P Global",N00025280,2500,"2019-10-16 00:00:00 +0000"
6272,"Seafarers International Union",N00025280,2500,"2019-10-16 00:00:00 +0000"
6273,"Sheet Metal, Air, Rail & Transportation Union",N00025280,2500,"2019-10-16 00:00:00 +0000"
6274,"Sheet Metal, Air, Rail & Transportation Union",N00030418,2500,"2019-10-16 00:00:00 +0000"
6275,"Jolan Rhodes Mdpa",N00030418,100,"2019-10-16 00:00:00 +0000"
6276,"Hendersen-Webb Inc",N00027751,11200,"2019-10-16 00:00:00 +0000"
6277,"Park Circle Investments",N00027751,11200,"2019-10-16 00:00:00 +0000"
6278,"Johns Hopkins University",N00027751,9113,"2019-10-16 00:00:00 +0000"
6279,"Venable LLP",N00027751,6154,"2019-10-16 00:00:00 +0000"
6280,"Barnard College",N00027751,5600,"2019-10-16 00:00:00 +0000"
6281,"Four M Capital",N00027751,5600,"2019-10-16 00:00:00 +0000"
6282,"Joseph Family Holdings",N00027751,5600,"2019-10-16 00:00:00 +0000"
6283,"Kampack Inc",N00027751,5600,"2019-10-16 00:00:00 +0000"
6284,"KLM Equities",N00027751,5600,"2019-10-16 00:00:00 +0000"
6285,"Legal Aid of Md",N00027751,5600,"2019-10-16 00:00:00 +0000"
6286,"Marcus & Millichap",N00027751,5600,"2019-10-16 00:00:00 +0000"
6287,"Nhp Inc",N00027751,5600,"2019-10-16 00:00:00 +0000"
6288,"Ober, Kaler et al                       ",N00027751,5600,"2019-10-16 00:00:00 +0000"
6289,"Sinai Hospital",N00027751,5600,"2019-10-16 00:00:00 +0000"
6290,"Snf USA",N00027751,5600,"2019-10-16 00:00:00 +0000"
6291,"Sterling Partners",N00027751,5600,"2019-10-16 00:00:00 +0000"
6292,"University of Massachusetts",N00027751,5600,"2019-10-16 00:00:00 +0000"
6293,"Williams & Connolly",N00027751,5600,"2019-10-16 00:00:00 +0000"
6294,"US National Arboretum",N00027751,5000,"2019-10-16 00:00:00 +0000"
6295,"Professor & Author",N00027751,4000,"2019-10-16 00:00:00 +0000"
6296,"Votesane PAC",N00009660,42500,"2019-10-16 00:00:00 +0000"
6297,"Google Inc",N00009660,22400,"2019-10-16 00:00:00 +0000"
6298,"Bollinger Shipyards",N00009660,19500,"2019-10-16 00:00:00 +0000"
6299,"Comcast Corp",N00009660,16500,"2019-10-16 00:00:00 +0000"
6300,"Stephens Inc",N00009660,16200,"2019-10-16 00:00:00 +0000"
6301,"Koch Industries",N00009660,15300,"2019-10-16 00:00:00 +0000"
6302,"Duty Free Americas",N00009660,14000,"2019-10-16 00:00:00 +0000"
6303,"S-3 Group",N00009660,13600,"2019-10-16 00:00:00 +0000"
6304,"Acadian Ambulance Service",N00009660,13100,"2019-10-16 00:00:00 +0000"
6305,"American Bankers Assn",N00009660,12000,"2019-10-16 00:00:00 +0000"
6306,"BGR Group",N00009660,11300,"2019-10-16 00:00:00 +0000"
6307,"Cleveland Browns",N00009660,11200,"2019-10-16 00:00:00 +0000"
6308,"Emergent Biosolutions",N00009660,11200,"2019-10-16 00:00:00 +0000"
6309,"Entrepreneurial Corporate Group",N00009660,11200,"2019-10-16 00:00:00 +0000"
6310,"Williams Brothers Construction",N00009660,11200,"2019-10-16 00:00:00 +0000"
6311,"Woodvine Group",N00009660,11200,"2019-10-16 00:00:00 +0000"
6312,"American Defense International",N00009660,11199,"2019-10-16 00:00:00 +0000"
6313,"Silver Eagle Distributors",N00009660,11000,"2019-10-16 00:00:00 +0000"
6314,"Home Depot",N00009660,10850,"2019-10-16 00:00:00 +0000"
6315,"Abbott Laboratories",N00009660,10600,"2019-10-16 00:00:00 +0000"
6316,"Eli Lilly & Co",N00009660,10600,"2019-10-16 00:00:00 +0000"
6317,"State of Illinois",N00004724,14168,"2019-10-16 00:00:00 +0000"
6318,"Development Specialists Inc",N00004724,11200,"2019-10-16 00:00:00 +0000"
6319,"UFCW Local 881",N00004724,10000,"2019-10-16 00:00:00 +0000"
6320,"UNITE HERE",N00004724,10000,"2019-10-16 00:00:00 +0000"
6321,"The Jockey Club",N00004724,7500,"2019-10-16 00:00:00 +0000"
6322,"BMO Harris Bank",N00004724,5600,"2019-10-16 00:00:00 +0000"
6323,"Brandenburg Industrial Service",N00004724,5600,"2019-10-16 00:00:00 +0000"
6324,"Habitat Co",N00004724,5600,"2019-10-16 00:00:00 +0000"
6325,"IL Birth To Five Pac",N00004724,5600,"2019-10-16 00:00:00 +0000"
6326,"Sazava Partners LLC",N00004724,5600,"2019-10-16 00:00:00 +0000"
6327,"Sidley Austin Llp",N00004724,5600,"2019-10-16 00:00:00 +0000"
6328,"Smart Elevators",N00004724,5600,"2019-10-16 00:00:00 +0000"
6329,"Wessex 504",N00004724,5600,"2019-10-16 00:00:00 +0000"
6330,"Macarthur Foundation",N00004724,5500,"2019-10-16 00:00:00 +0000"
6331,"Jackson Family Wines",N00004724,5430,"2019-10-16 00:00:00 +0000"
6332,"Industrial Service Products",N00004724,5250,"2019-10-16 00:00:00 +0000"
